DIA/MES/ANO HORA:MINUTO:SEGUNDO |  TENSÃO | CORRENTE 
11/9/2018/ 0:8:53 |1.89375|0.01087
11/9/2018/ 0:8:54 |1.39688|0.01425
11/9/2018/ 0:8:55 |1.65938|0.01163
11/9/2018/ 0:8:56 |1.83750|0.00862
11/9/2018/ 0:8:57 |1.26563|0.01425
11/9/2018/ 0:8:58 |1.80000|0.01200
11/9/2018/ 0:8:59 |1.42500|0.01050
11/9/2018/ 0:9:0 |1.24687|0.01312
11/9/2018/ 0:9:1 |1.84688|0.00975
11/9/2018/ 0:9:2 |1.15312|0.01425
11/9/2018/ 0:9:3 |1.35938|0.01388
11/9/2018/ 0:9:4 |1.63125|0.00937
11/9/2018/ 0:9:5 |1.24687|0.01312
11/9/2018/ 0:9:6 |1.83750|0.01163
11/9/2018/ 0:9:7 |1.29375|0.01050
11/9/2018/ 0:9:8 |1.33125|0.01275
11/9/2018/ 0:9:9 |1.69687|0.00975
11/9/2018/ 0:9:10 |1.33125|0.01388
11/9/2018/ 0:9:11 |1.77188|0.01012
11/9/2018/ 0:9:12 |1.46250|0.00975
11/9/2018/ 0:9:13 |1.33125|0.01163
11/9/2018/ 0:9:14 |1.75313|0.00862
11/9/2018/ 0:9:15 |1.40625|0.01312
11/9/2018/ 0:9:16 |1.65938|0.01388
11/9/2018/ 0:9:17 |1.57500|0.01087
11/9/2018/ 0:9:18 |1.38750|0.01425
11/9/2018/ 0:9:19 |1.73437|0.01388
11/9/2018/ 0:9:20 |1.68750|0.00937
11/9/2018/ 0:9:21 |1.28438|0.01125
11/9/2018/ 0:9:22 |1.83750|0.01050
11/9/2018/ 0:9:23 |1.49063|0.01050
11/9/2018/ 0:9:24 |1.54687|0.01312
11/9/2018/ 0:9:25 |1.76250|0.01050
11/9/2018/ 0:9:26 |1.24687|0.01350
11/9/2018/ 0:9:27 |1.70625|0.01087
11/9/2018/ 0:9:28 |1.43437|0.01087
11/9/2018/ 0:9:29 |1.43437|0.01350
11/9/2018/ 0:9:30 |1.92187|0.01087
11/9/2018/ 0:9:31 |1.23750|0.01425
11/9/2018/ 0:9:32 |1.40625|0.01388
11/9/2018/ 0:9:33 |1.76250|0.00975
11/9/2018/ 0:9:34 |1.25625|0.01163
11/9/2018/ 0:9:35 |1.70625|0.01125
11/9/2018/ 0:9:36 |1.48125|0.01087
11/9/2018/ 0:9:37 |1.50000|0.01087
11/9/2018/ 0:9:38 |1.79062|0.00975
11/9/2018/ 0:9:39 |1.28438|0.01463
11/9/2018/ 0:9:40 |1.82812|0.01050
11/9/2018/ 0:9:41 |1.42500|0.01050
11/9/2018/ 0:9:42 |1.34062|0.01312
11/9/2018/ 0:9:43 |1.68750|0.00900
11/9/2018/ 0:9:44 |1.25625|0.01388
11/9/2018/ 0:9:45 |1.85625|0.01163
11/9/2018/ 0:9:46 |1.38750|0.01012
11/9/2018/ 0:9:47 |1.77188|0.01537
11/9/2018/ 0:9:48 |1.26563|0.01125
11/9/2018/ 0:9:49 |1.84688|0.01163
11/9/2018/ 0:9:50 |1.40625|0.01275
11/9/2018/ 0:9:51 |1.43437|0.01388
11/9/2018/ 0:9:52 |1.66875|0.01163
11/9/2018/ 0:9:53 |1.26563|0.01388
11/9/2018/ 0:9:54 |1.88437|0.01163
11/9/2018/ 0:9:55 |1.28438|0.01425
11/9/2018/ 0:9:56 |1.53750|0.01275
11/9/2018/ 0:9:57 |1.54687|0.01125
11/9/2018/ 0:9:58 |1.26563|0.01125
11/9/2018/ 0:9:59 |1.89375|0.01012
11/9/2018/ 0:10:0 |1.83750|0.01125
11/9/2018/ 0:10:1 |1.36875|0.01125
11/9/2018/ 0:10:2 |1.20938|0.01537
11/9/2018/ 0:10:3 |1.85625|0.01050
11/9/2018/ 0:10:4 |1.29375|0.01388
11/9/2018/ 0:10:5 |1.46250|0.01350
11/9/2018/ 0:10:6 |1.39688|0.01163
11/9/2018/ 0:10:7 |1.23750|0.01350
11/9/2018/ 0:10:8 |1.61250|0.01087
11/9/2018/ 0:10:9 |1.22812|0.01537
11/9/2018/ 0:10:10 |1.46250|0.01237
11/9/2018/ 0:10:11 |1.64062|0.01500
11/9/2018/ 0:10:12 |1.22812|0.01275
11/9/2018/ 0:10:13 |1.90312|0.01012
11/9/2018/ 0:10:14 |1.36875|0.00975
11/9/2018/ 0:10:15 |1.55625|0.01237
11/9/2018/ 0:10:16 |1.91250|0.01050
11/9/2018/ 0:10:17 |1.32187|0.01125
11/9/2018/ 0:10:18 |1.63125|0.01087
11/9/2018/ 0:10:19 |1.68750|0.00975
11/9/2018/ 0:10:20 |1.26563|0.01350
11/9/2018/ 0:10:21 |1.79062|0.00937
11/9/2018/ 0:10:22 |1.27500|0.00937
11/9/2018/ 0:10:23 |1.65000|0.01125
11/9/2018/ 0:10:24 |1.79062|0.01087
11/9/2018/ 0:10:25 |1.26563|0.01200
11/9/2018/ 0:10:26 |1.82812|0.01050
11/9/2018/ 0:10:27 |1.28438|0.01125
11/9/2018/ 0:10:28 |1.59375|0.01275
11/9/2018/ 0:10:29 |1.82812|0.00900
11/9/2018/ 0:10:30 |1.38750|0.01087
11/9/2018/ 0:10:31 |1.65000|0.01275
11/9/2018/ 0:10:32 |1.76250|0.01312
11/9/2018/ 0:10:33 |1.25625|0.01087
11/9/2018/ 0:10:34 |1.80937|0.01200
11/9/2018/ 0:10:35 |1.24687|0.01050
11/9/2018/ 0:10:36 |1.60312|0.01275
11/9/2018/ 0:10:37 |1.70625|0.00937
11/9/2018/ 0:10:38 |1.29375|0.01350
11/9/2018/ 0:10:39 |1.84688|0.01200
11/9/2018/ 0:10:40 |1.37813|0.01050
11/9/2018/ 0:10:41 |1.33125|0.01388
11/9/2018/ 0:10:42 |1.67813|0.01012
11/9/2018/ 0:10:43 |1.25625|0.01425
11/9/2018/ 0:10:44 |1.39688|0.01350
11/9/2018/ 0:10:45 |1.66875|0.01163
11/9/2018/ 0:10:46 |1.31250|0.01312
11/9/2018/ 0:10:47 |1.80000|0.01087
11/9/2018/ 0:10:48 |1.31250|0.01425
11/9/2018/ 0:10:49 |1.43437|0.01237
11/9/2018/ 0:10:50 |1.66875|0.01125
11/9/2018/ 0:10:51 |1.22812|0.01463
11/9/2018/ 0:10:52 |1.83750|0.01087
11/9/2018/ 0:10:53 |1.32187|0.01463
11/9/2018/ 0:10:54 |1.41562|0.01275
11/9/2018/ 0:10:55 |1.65000|0.01087
11/9/2018/ 0:10:56 |1.20000|0.01350
11/9/2018/ 0:10:57 |1.82812|0.01050
11/9/2018/ 0:10:58 |1.30313|0.01125
11/9/2018/ 0:10:59 |1.24687|0.01163
11/9/2018/ 0:11:0 |1.92187|0.01050
11/9/2018/ 0:11:1 |1.33125|0.01050
11/9/2018/ 0:11:2 |1.51875|0.01312
11/9/2018/ 0:11:3 |1.61250|0.01050
11/9/2018/ 0:11:4 |1.24687|0.01425
11/9/2018/ 0:11:5 |1.93125|0.01087
11/9/2018/ 0:11:6 |1.41562|0.00900
11/9/2018/ 0:11:7 |1.50937|0.01275
11/9/2018/ 0:11:8 |1.82812|0.00975
11/9/2018/ 0:11:9 |1.20000|0.01200
11/9/2018/ 0:11:10 |1.93125|0.01012
11/9/2018/ 0:11:11 |1.29375|0.00975
11/9/2018/ 0:11:12 |1.59375|0.01350
11/9/2018/ 0:11:13 |1.85625|0.00937
11/9/2018/ 0:11:14 |1.32187|0.01425
11/9/2018/ 0:11:15 |1.83750|0.01237
11/9/2018/ 0:11:16 |1.62187|0.01087
11/9/2018/ 0:11:17 |1.34062|0.01388
11/9/2018/ 0:11:18 |1.80000|0.01237
11/9/2018/ 0:11:19 |1.24687|0.01237
11/9/2018/ 0:11:20 |1.63125|0.01125
11/9/2018/ 0:11:21 |1.49063|0.00975
11/9/2018/ 0:11:22 |1.54687|0.01125
11/9/2018/ 0:11:23 |1.80000|0.01012
11/9/2018/ 0:11:24 |1.26563|0.01237
11/9/2018/ 0:11:25 |1.82812|0.00975
11/9/2018/ 0:11:26 |1.33125|0.01463
11/9/2018/ 0:11:27 |1.33125|0.01388
11/9/2018/ 0:11:28 |1.88437|0.01050
11/9/2018/ 0:11:29 |1.25625|0.01425
11/9/2018/ 0:11:30 |1.84688|0.01050
11/9/2018/ 0:11:31 |1.34062|0.01087
11/9/2018/ 0:11:32 |1.41562|0.01312
11/9/2018/ 0:11:33 |1.80937|0.01012
11/9/2018/ 0:11:34 |1.21875|0.01388
11/9/2018/ 0:11:35 |1.81875|0.01125
11/9/2018/ 0:11:36 |1.39688|0.01012
11/9/2018/ 0:11:37 |1.33125|0.01312
11/9/2018/ 0:11:38 |1.85625|0.01087
11/9/2018/ 0:11:39 |1.32187|0.01425
11/9/2018/ 0:11:40 |1.33125|0.01763
11/9/2018/ 0:11:41 |1.74375|0.00975
11/9/2018/ 0:11:42 |1.65000|0.01237
11/9/2018/ 0:11:43 |1.40625|0.01012
11/9/2018/ 0:11:44 |1.23750|0.01388
11/9/2018/ 0:11:45 |1.92187|0.01012
11/9/2018/ 0:11:46 |1.29375|0.01875
11/9/2018/ 0:11:47 |1.41562|0.01275
11/9/2018/ 0:11:48 |1.69687|0.00975
11/9/2018/ 0:11:49 |1.24687|0.01500
11/9/2018/ 0:11:50 |1.80937|0.01725
11/9/2018/ 0:11:51 |1.48125|0.01163
11/9/2018/ 0:11:52 |1.30313|0.01125
11/9/2018/ 0:11:53 |1.83750|0.00975
11/9/2018/ 0:11:54 |1.24687|0.01463
11/9/2018/ 0:11:55 |1.65938|0.01200
11/9/2018/ 0:11:56 |1.75313|0.00900
11/9/2018/ 0:11:57 |1.31250|0.01800
11/9/2018/ 0:11:58 |1.80000|0.01012
11/9/2018/ 0:11:59 |1.67813|0.01125
11/9/2018/ 0:12:0 |1.23750|0.01350
11/9/2018/ 0:12:1 |1.86563|0.01012
11/9/2018/ 0:12:2 |1.23750|0.01463
11/9/2018/ 0:12:3 |1.83750|0.01163
11/9/2018/ 0:12:4 |1.35938|0.01087
11/9/2018/ 0:12:5 |1.36875|0.01388
11/9/2018/ 0:12:6 |1.81875|0.00975
11/9/2018/ 0:12:7 |1.19063|0.01425
11/9/2018/ 0:12:8 |1.81875|0.01012
11/9/2018/ 0:12:9 |1.42500|0.00825
11/9/2018/ 0:12:10 |1.24687|0.01388
11/9/2018/ 0:12:11 |1.73437|0.01087
11/9/2018/ 0:12:12 |1.30313|0.01350
11/9/2018/ 0:12:13 |1.81875|0.01125
11/9/2018/ 0:12:14 |1.65938|0.01125
11/9/2018/ 0:12:15 |1.30313|0.01050
11/9/2018/ 0:12:16 |1.78125|0.00975
11/9/2018/ 0:12:17 |1.19063|0.01425
11/9/2018/ 0:12:18 |1.81875|0.01163
11/9/2018/ 0:12:19 |1.59375|0.01050
11/9/2018/ 0:12:20 |1.35938|0.01388
11/9/2018/ 0:12:21 |1.78125|0.01050
11/9/2018/ 0:12:22 |1.22812|0.01388
11/9/2018/ 0:12:23 |1.45312|0.01163
11/9/2018/ 0:12:24 |1.24687|0.01087
11/9/2018/ 0:12:25 |1.20000|0.01425
11/9/2018/ 0:12:26 |1.44375|0.01312
11/9/2018/ 0:12:27 |1.57500|0.01125
11/9/2018/ 0:12:28 |1.23750|0.01388
11/9/2018/ 0:12:29 |1.69687|0.01237
11/9/2018/ 0:12:30 |1.41562|0.01012
11/9/2018/ 0:12:31 |1.21875|0.01800
11/9/2018/ 0:12:32 |1.83750|0.01012
11/9/2018/ 0:12:33 |1.39688|0.01125
11/9/2018/ 0:12:34 |1.42500|0.01125
11/9/2018/ 0:12:35 |1.67813|0.01087
11/9/2018/ 0:12:36 |1.21875|0.01312
11/9/2018/ 0:12:37 |1.86563|0.01237
11/9/2018/ 0:12:38 |1.52812|0.01125
11/9/2018/ 0:12:39 |1.16250|0.01463
11/9/2018/ 0:12:40 |1.79062|0.01200
11/9/2018/ 0:12:41 |1.56563|0.01087
11/9/2018/ 0:12:42 |1.28438|0.01275
11/9/2018/ 0:12:43 |1.80937|0.01125
11/9/2018/ 0:12:44 |1.30313|0.01388
11/9/2018/ 0:12:45 |1.77188|0.01163
11/9/2018/ 0:12:46 |1.47188|0.01087
11/9/2018/ 0:12:47 |1.30313|0.01988
11/9/2018/ 0:12:48 |1.57500|0.01012
11/9/2018/ 0:12:49 |1.23750|0.01200
11/9/2018/ 0:12:50 |1.84688|0.01125
11/9/2018/ 0:12:51 |1.54687|0.01087
11/9/2018/ 0:12:52 |1.31250|0.01425
11/9/2018/ 0:12:53 |1.51875|0.01237
11/9/2018/ 0:12:54 |1.46250|0.01087
11/9/2018/ 0:12:55 |1.34062|0.01350
11/9/2018/ 0:12:56 |1.82812|0.01012
11/9/2018/ 0:12:57 |1.24687|0.01275
11/9/2018/ 0:12:58 |1.28438|0.01275
11/9/2018/ 0:12:59 |1.80000|0.01200
11/9/2018/ 0:13:0 |1.43437|0.01125
11/9/2018/ 0:13:1 |1.29375|0.01087
11/9/2018/ 0:13:2 |1.67813|0.00975
11/9/2018/ 0:13:3 |1.16250|0.01087
11/9/2018/ 0:13:4 |1.51875|0.01200
11/9/2018/ 0:13:5 |1.49063|0.01087
11/9/2018/ 0:13:6 |1.18125|0.01425
11/9/2018/ 0:13:7 |1.38750|0.01350
11/9/2018/ 0:13:8 |1.65938|0.01125
11/9/2018/ 0:13:9 |1.15312|0.01425
11/9/2018/ 0:13:10 |1.81875|0.01125
11/9/2018/ 0:13:11 |1.51875|0.01125
11/9/2018/ 0:13:12 |1.28438|0.01425
11/9/2018/ 0:13:13 |1.64062|0.01125
11/9/2018/ 0:13:14 |1.23750|0.01312
11/9/2018/ 0:13:15 |1.71562|0.01125
11/9/2018/ 0:13:16 |1.58438|0.00900
11/9/2018/ 0:13:17 |1.20938|0.01763
11/9/2018/ 0:13:18 |1.77188|0.01050
11/9/2018/ 0:13:19 |1.28438|0.01050
11/9/2018/ 0:13:20 |1.42500|0.01275
11/9/2018/ 0:13:21 |1.67813|0.01012
11/9/2018/ 0:13:22 |1.30313|0.01012
11/9/2018/ 0:13:23 |1.20000|0.01200
11/9/2018/ 0:13:24 |1.74375|0.01012
11/9/2018/ 0:13:25 |1.21875|0.01312
11/9/2018/ 0:13:26 |1.43437|0.01312
11/9/2018/ 0:13:27 |1.59375|0.01125
11/9/2018/ 0:13:28 |1.17188|0.01463
11/9/2018/ 0:13:29 |1.83750|0.01125
11/9/2018/ 0:13:30 |1.29375|0.01425
11/9/2018/ 0:13:31 |1.30313|0.01350
11/9/2018/ 0:13:32 |1.71562|0.00975
11/9/2018/ 0:13:33 |1.23750|0.01312
11/9/2018/ 0:13:34 |1.70625|0.01125
11/9/2018/ 0:13:35 |1.58438|0.01163
11/9/2018/ 0:13:36 |1.79062|0.00937
11/9/2018/ 0:13:37 |1.35000|0.01012
11/9/2018/ 0:13:38 |1.48125|0.01163
11/9/2018/ 0:13:39 |1.78125|0.00975
11/9/2018/ 0:13:40 |1.17188|0.01388
11/9/2018/ 0:13:41 |1.82812|0.01012
11/9/2018/ 0:13:42 |1.41562|0.01087
11/9/2018/ 0:13:43 |1.33125|0.01237
11/9/2018/ 0:13:44 |1.81875|0.01050
11/9/2018/ 0:13:45 |1.19063|0.01425
11/9/2018/ 0:13:46 |1.45312|0.01350
11/9/2018/ 0:13:47 |1.51875|0.01087
11/9/2018/ 0:13:48 |1.25625|0.01312
11/9/2018/ 0:13:49 |1.67813|0.01163
11/9/2018/ 0:13:50 |1.36875|0.01050
11/9/2018/ 0:13:51 |1.23750|0.01312
11/9/2018/ 0:13:52 |1.75313|0.01350
11/9/2018/ 0:13:53 |1.27500|0.00937
11/9/2018/ 0:13:54 |1.26563|0.01312
11/9/2018/ 0:13:55 |1.78125|0.00975
11/9/2018/ 0:13:56 |1.27500|0.00900
11/9/2018/ 0:13:57 |1.48125|0.01237
11/9/2018/ 0:13:58 |1.61250|0.01087
11/9/2018/ 0:13:59 |1.16250|0.01425
11/9/2018/ 0:14:0 |1.78125|0.01125
11/9/2018/ 0:14:1 |1.60312|0.01163
11/9/2018/ 0:14:2 |1.20938|0.01500
11/9/2018/ 0:14:3 |1.85625|0.01012
11/9/2018/ 0:14:4 |1.36875|0.01087
11/9/2018/ 0:14:5 |1.21875|0.01163
11/9/2018/ 0:14:6 |1.80000|0.01050
11/9/2018/ 0:14:7 |1.26563|0.01163
11/9/2018/ 0:14:8 |1.48125|0.01312
11/9/2018/ 0:14:9 |1.66875|0.00862
11/9/2018/ 0:14:10 |1.20000|0.01350
11/9/2018/ 0:14:11 |1.63125|0.00937
11/9/2018/ 0:14:12 |1.31250|0.01050
11/9/2018/ 0:14:13 |1.34062|0.01237
11/9/2018/ 0:14:14 |1.71562|0.00937
11/9/2018/ 0:14:15 |1.16250|0.01275
11/9/2018/ 0:14:16 |1.48125|0.01312
11/9/2018/ 0:14:17 |1.35000|0.01125
11/9/2018/ 0:14:18 |1.16250|0.01312
11/9/2018/ 0:14:19 |1.49063|0.01312
11/9/2018/ 0:14:20 |1.53750|0.01087
11/9/2018/ 0:14:21 |1.18125|0.01163
11/9/2018/ 0:14:22 |1.84688|0.01087
11/9/2018/ 0:14:23 |1.35000|0.00937
11/9/2018/ 0:14:24 |1.36875|0.01275
11/9/2018/ 0:14:25 |1.60312|0.01163
11/9/2018/ 0:14:26 |1.17188|0.01275
11/9/2018/ 0:14:27 |1.76250|0.01125
11/9/2018/ 0:14:28 |1.47188|0.01087
11/9/2018/ 0:14:29 |1.26563|0.01350
11/9/2018/ 0:14:30 |1.68750|0.00900
11/9/2018/ 0:14:31 |1.31250|0.00975
11/9/2018/ 0:14:32 |1.60312|0.01012
11/9/2018/ 0:14:33 |1.86563|0.01087
11/9/2018/ 0:14:34 |1.22812|0.01087
11/9/2018/ 0:14:35 |1.57500|0.01237
11/9/2018/ 0:14:36 |1.73437|0.00975
11/9/2018/ 0:14:37 |1.16250|0.01163
11/9/2018/ 0:14:38 |1.61250|0.01125
11/9/2018/ 0:14:39 |1.48125|0.01050
11/9/2018/ 0:14:40 |1.31250|0.01200
11/9/2018/ 0:14:41 |1.80937|0.01087
11/9/2018/ 0:14:42 |1.24687|0.01463
11/9/2018/ 0:14:43 |1.33125|0.01388
11/9/2018/ 0:14:44 |1.65000|0.00975
11/9/2018/ 0:14:45 |1.19063|0.01312
11/9/2018/ 0:14:46 |1.78125|0.01163
11/9/2018/ 0:14:47 |1.65938|0.00937
11/9/2018/ 0:14:48 |1.25625|0.01463
11/9/2018/ 0:14:49 |1.66875|0.01087
11/9/2018/ 0:14:50 |1.41562|0.01087
11/9/2018/ 0:14:51 |1.21875|0.01350
11/9/2018/ 0:14:52 |1.69687|0.00975
11/9/2018/ 0:14:53 |1.30313|0.01050
11/9/2018/ 0:14:54 |1.36875|0.01312
11/9/2018/ 0:14:55 |1.81875|0.01012
11/9/2018/ 0:14:56 |1.22812|0.01125
11/9/2018/ 0:14:57 |1.68750|0.01200
11/9/2018/ 0:14:58 |1.65000|0.00975
11/9/2018/ 0:14:59 |1.13437|0.01388
11/9/2018/ 0:15:0 |1.72500|0.01012
11/9/2018/ 0:15:1 |1.28438|0.01087
11/9/2018/ 0:15:2 |1.16250|0.01200
11/9/2018/ 0:15:3 |1.50000|0.01125
11/9/2018/ 0:15:4 |1.58438|0.01125
11/9/2018/ 0:15:5 |1.14375|0.01463
11/9/2018/ 0:15:6 |1.70625|0.01163
11/9/2018/ 0:15:7 |1.30313|0.01125
11/9/2018/ 0:15:8 |1.24687|0.01312
11/9/2018/ 0:15:9 |1.62187|0.00975
11/9/2018/ 0:15:10 |1.26563|0.01087
11/9/2018/ 0:15:11 |1.51875|0.01163
11/9/2018/ 0:15:12 |1.49063|0.01050
11/9/2018/ 0:15:13 |1.13437|0.01613
11/9/2018/ 0:15:14 |1.70625|0.01050
11/9/2018/ 0:15:15 |1.33125|0.01163
11/9/2018/ 0:15:16 |1.14375|0.01237
11/9/2018/ 0:15:17 |1.80937|0.01050
11/9/2018/ 0:15:18 |1.43437|0.01050
11/9/2018/ 0:15:19 |1.26563|0.01275
11/9/2018/ 0:15:20 |1.79062|0.01012
11/9/2018/ 0:15:21 |1.24687|0.01425
11/9/2018/ 0:15:22 |1.63125|0.00975
11/9/2018/ 0:15:23 |1.62187|0.00937
11/9/2018/ 0:15:24 |1.16250|0.01350
11/9/2018/ 0:15:25 |1.64062|0.01350
11/9/2018/ 0:15:26 |1.44375|0.01463
11/9/2018/ 0:15:27 |1.18125|0.01500
11/9/2018/ 0:15:28 |1.55625|0.01125
11/9/2018/ 0:15:29 |1.25625|0.01425
11/9/2018/ 0:15:30 |1.65938|0.00937
11/9/2018/ 0:15:31 |1.11563|0.00975
11/9/2018/ 0:15:32 |1.23750|0.01388
11/9/2018/ 0:15:33 |1.80937|0.00937
11/9/2018/ 0:15:34 |1.45312|0.01050
11/9/2018/ 0:15:35 |1.21875|0.01275
11/9/2018/ 0:15:36 |1.80000|0.01050
11/9/2018/ 0:15:37 |1.37813|0.01125
11/9/2018/ 0:15:38 |1.20000|0.01200
11/9/2018/ 0:15:39 |1.64062|0.00975
11/9/2018/ 0:15:40 |1.36875|0.00937
11/9/2018/ 0:15:41 |1.24687|0.01763
11/9/2018/ 0:15:42 |1.77188|0.01125
11/9/2018/ 0:15:43 |1.32187|0.01012
11/9/2018/ 0:15:44 |1.35938|0.01388
11/9/2018/ 0:15:45 |1.51875|0.01200
11/9/2018/ 0:15:46 |1.36875|0.01012
11/9/2018/ 0:15:47 |1.41562|0.01087
11/9/2018/ 0:15:48 |1.69687|0.01012
11/9/2018/ 0:15:49 |1.16250|0.01163
11/9/2018/ 0:15:50 |1.78125|0.01087
11/9/2018/ 0:15:51 |1.27500|0.01463
11/9/2018/ 0:15:52 |1.65938|0.00900
11/9/2018/ 0:15:53 |1.15312|0.01388
11/9/2018/ 0:15:54 |1.74375|0.01125
11/9/2018/ 0:15:55 |1.21875|0.01425
11/9/2018/ 0:15:56 |1.74375|0.01125
11/9/2018/ 0:15:57 |1.41562|0.01087
11/9/2018/ 0:15:58 |1.33125|0.01312
11/9/2018/ 0:15:59 |1.70625|0.01125
11/9/2018/ 0:16:0 |1.26563|0.01425
11/9/2018/ 0:16:1 |1.72500|0.01050
11/9/2018/ 0:16:2 |1.56563|0.01012
11/9/2018/ 0:16:3 |1.27500|0.01312
11/9/2018/ 0:16:4 |1.68750|0.00975
11/9/2018/ 0:16:5 |1.13437|0.01350
11/9/2018/ 0:16:6 |1.65938|0.01050
11/9/2018/ 0:16:7 |1.33125|0.00975
11/9/2018/ 0:16:8 |1.44375|0.01350
11/9/2018/ 0:16:9 |1.66875|0.01012
11/9/2018/ 0:16:10 |1.13437|0.01312
11/9/2018/ 0:16:11 |1.59375|0.00937
11/9/2018/ 0:16:12 |1.35000|0.00975
11/9/2018/ 0:16:13 |1.12500|0.01163
11/9/2018/ 0:16:14 |1.60312|0.01087
11/9/2018/ 0:16:15 |1.43437|0.01050
11/9/2018/ 0:16:16 |1.30313|0.01388
11/9/2018/ 0:16:17 |1.78125|0.01050
11/9/2018/ 0:16:18 |1.12500|0.01125
11/9/2018/ 0:16:19 |1.42500|0.01350
11/9/2018/ 0:16:20 |1.50937|0.01312
11/9/2018/ 0:16:21 |1.12500|0.01425
11/9/2018/ 0:16:22 |1.81875|0.01087
11/9/2018/ 0:16:23 |1.16250|0.01312
11/9/2018/ 0:16:24 |1.42500|0.01350
11/9/2018/ 0:16:25 |1.50000|0.01125
11/9/2018/ 0:16:26 |1.16250|0.01425
11/9/2018/ 0:16:27 |1.58438|0.01050
11/9/2018/ 0:16:28 |1.24687|0.01050
11/9/2018/ 0:16:29 |1.19063|0.01125
11/9/2018/ 0:16:30 |1.77188|0.00900
11/9/2018/ 0:16:31 |1.27500|0.01312
11/9/2018/ 0:16:32 |1.63125|0.01087
11/9/2018/ 0:16:33 |1.25625|0.01012
11/9/2018/ 0:16:34 |1.15312|0.01388
11/9/2018/ 0:16:35 |1.67813|0.01050
11/9/2018/ 0:16:36 |1.27500|0.01688
11/9/2018/ 0:16:37 |1.64062|0.00937
11/9/2018/ 0:16:38 |1.31250|0.01012
11/9/2018/ 0:16:39 |1.11563|0.01012
11/9/2018/ 0:16:40 |1.83750|0.00975
11/9/2018/ 0:16:41 |1.28438|0.01200
11/9/2018/ 0:16:42 |1.19063|0.01350
11/9/2018/ 0:16:43 |1.84688|0.00900
11/9/2018/ 0:16:44 |1.29375|0.01050
11/9/2018/ 0:16:45 |1.46250|0.01237
11/9/2018/ 0:16:46 |1.60312|0.00975
11/9/2018/ 0:16:47 |1.14375|0.01388
11/9/2018/ 0:16:48 |1.80000|0.01050
11/9/2018/ 0:16:49 |1.29375|0.01050
11/9/2018/ 0:16:50 |1.43437|0.01163
11/9/2018/ 0:16:51 |1.71562|0.00900
11/9/2018/ 0:16:52 |1.12500|0.01200
11/9/2018/ 0:16:53 |1.60312|0.01125
11/9/2018/ 0:16:54 |1.37813|0.01050
11/9/2018/ 0:16:55 |1.40625|0.01575
11/9/2018/ 0:16:56 |1.66875|0.01087
11/9/2018/ 0:16:57 |1.26563|0.01012
11/9/2018/ 0:16:58 |1.45312|0.01237
11/9/2018/ 0:16:59 |1.68750|0.00937
11/9/2018/ 0:17:0 |1.15312|0.01125
11/9/2018/ 0:17:1 |1.62187|0.01012
11/9/2018/ 0:17:2 |1.28438|0.01012
11/9/2018/ 0:17:3 |1.17188|0.01275
11/9/2018/ 0:17:4 |1.52812|0.00937
11/9/2018/ 0:17:5 |1.15312|0.01463
11/9/2018/ 0:17:6 |1.44375|0.01575
11/9/2018/ 0:17:7 |1.41562|0.01125
11/9/2018/ 0:17:8 |1.17188|0.01388
11/9/2018/ 0:17:9 |1.72500|0.01012
11/9/2018/ 0:17:10 |1.36875|0.01012
11/9/2018/ 0:17:11 |1.18125|0.01312
11/9/2018/ 0:17:12 |1.71562|0.00900
11/9/2018/ 0:17:13 |1.23750|0.01388
11/9/2018/ 0:17:14 |1.77188|0.01312
11/9/2018/ 0:17:15 |1.26563|0.01425
11/9/2018/ 0:17:16 |1.33125|0.01388
11/9/2018/ 0:17:17 |1.56563|0.01125
11/9/2018/ 0:17:18 |1.16250|0.01388
11/9/2018/ 0:17:19 |1.79062|0.01012
11/9/2018/ 0:17:20 |1.28438|0.01425
11/9/2018/ 0:17:21 |1.74375|0.01200
11/9/2018/ 0:17:22 |1.20938|0.01350
11/9/2018/ 0:17:23 |1.36875|0.01388
11/9/2018/ 0:17:24 |1.53750|0.01087
11/9/2018/ 0:17:25 |1.78125|0.01087
11/9/2018/ 0:17:26 |1.16250|0.01388
11/9/2018/ 0:17:27 |1.61250|0.01237
11/9/2018/ 0:17:28 |1.35000|0.00975
11/9/2018/ 0:17:29 |1.25625|0.01350
11/9/2018/ 0:17:30 |1.51875|0.01237
11/9/2018/ 0:17:31 |1.20000|0.01388
11/9/2018/ 0:17:32 |1.70625|0.01087
11/9/2018/ 0:17:33 |1.14375|0.01425
11/9/2018/ 0:17:34 |1.60312|0.01125
11/9/2018/ 0:17:35 |1.30313|0.00975
11/9/2018/ 0:17:36 |1.19063|0.01688
11/9/2018/ 0:17:37 |1.66875|0.00975
11/9/2018/ 0:17:38 |1.18125|0.01613
11/9/2018/ 0:17:39 |1.44375|0.01312
11/9/2018/ 0:17:40 |1.38750|0.01012
11/9/2018/ 0:17:41 |1.41562|0.01125
11/9/2018/ 0:17:42 |1.60312|0.00900
11/9/2018/ 0:17:43 |1.17188|0.01463
11/9/2018/ 0:17:44 |1.72500|0.01050
11/9/2018/ 0:17:45 |1.13437|0.01350
11/9/2018/ 0:17:46 |1.60312|0.01050
11/9/2018/ 0:17:47 |1.27500|0.00937
11/9/2018/ 0:17:48 |1.62187|0.01838
